soc,fcKwOutAch,fcKwInAch,essKwOutAch,speed,speedAch,mpg,fc,mcMechKwOutAch,fc_sum
0.600341549243536,0.0,0.0,0.013567172724032357,16.54074836,16.54074836,154.49293772522077,0.0,6.586209558500686,0.0004603492364638368
0.6003396466544384,0.0,0.0,0.01349159722387163,16.54074836,16.54074836,154.49293772522077,0.0,6.586209558500686,0.0004603492364638368
0.6003377546636522,0.0,0.0,0.013416442714607815,16.54074836,16.54074836,154.49293772522077,0.0,6.586209558500686,0.0004603492364638368
0.6003353860199686,0.0,0.0,0.016796473073095786,16.58545308,16.58545308,154.49293772522077,0.0,8.501364639837872,0.0004603492364638368
0.600332546940029,0.0,0.0,0.02013242012094178,16.67486253,16.67486253,154.49293772522077,0.0,10.470024431114073,0.0004603492364638368
0.6003282754399677,0.0,0.0,0.03028996562683455,16.89838616,16.89838616,154.49293772522077,0.0,16.405901676256065,0.0004603492364638368
0.6003225478798265,0.0,0.0,0.04061514627444828,17.25602396,17.25602396,154.49293772522077,0.0,22.692902269522214,0.0004603492364638368
0.6003172451417409,0.0,0.0,0.03760265762328736,17.56895704,17.56895704,154.49293772522077,0.0,21.31015893779026,0.0004603492364638368
0.6003118995709774,0.0,0.0,0.03790639175003066,17.88189012,17.88189012,154.49293772522077,0.0,21.853007613192812,0.0004603492364638368
0.6003065255138863,0.0,0.0,0.038108393358826924,18.19482319,18.19482319,154.49293772522077,0.0,22.404398363409378,0.0004603492364638368
0.6003011147231325,0.0,0.0,0.03836887828477137,18.50775627,18.50775627,154.49293772522077,0.0,22.964483397035934,0.0004603492364638368
0.6002952006491878,0.0,0.0,0.04193774878379321,18.86539407,18.86539407,154.49293772522077,0.0,25.71369732748872,0.0004603492364638368
0.6002897276765814,0.0,0.0,0.03880982084652434,19.17832715,19.17832715,154.49293772522077,0.0,24.194639496858017,0.0004603492364638368
0.6002847082875077,0.0,0.0,0.03559337945169724,19.4465555,19.4465555,154.49293772522077,0.0,22.529736053308195,0.0004603492364638368
0.6002801426024458,0.0,0.0,0.03237608371831312,19.67007913,19.67007913,154.49293772522077,0.0,20.730790785130235,0.0004603492364638368
0.6002765209682718,0.0,0.0,0.025681651192712696,19.8041933,19.8041933,154.49293772522077,0.0,16.51493109425625,0.0004603492364638368
0.6002733765985835,0.0,0.0,0.022297283953823792,19.89360275,19.89360275,154.49293772522077,0.0,14.408104454472001,0.0004603492364638368
0.6002697732595011,0.0,0.0,0.025551917447922828,20.02771693,20.02771693,154.49293772522077,0.0,16.847242119753957,0.0004603492364638368
0.6002671162656233,0.0,0.0,0.018841215515532167,20.07242165,20.07242165,154.49293772522077,0.0,12.390731244706132,0.0004603492364638368
0.6002644737287477,0.0,0.0,0.018738698345398232,20.11712638,20.11712638,154.49293772522077,0.0,12.447939123463243,0.0004603492364638368
0.6002618456982528,0.0,0.0,0.01863583102324801,20.16183111,20.16183111,154.49293772522077,0.0,12.505344136500538,0.0004603492364638368
0.6002583209591195,0.0,0.0,0.024994551249020332,20.29594528,20.29594528,154.49293772522077,0.0,17.252497703693273,0.0004603492364638368
0.600254803370171,0.0,0.0,0.02494384801793607,20.43005946,20.43005946,154.49293772522077,0.0,17.45780629829404,0.0004603492364638368
0.600251293583843,0.0,0.0,0.02488851825088664,20.56417363,20.56417363,154.49293772522077,0.0,17.664916365054207,0.0004603492364638368
0.6002477922518829,0.0,0.0,0.024828566826816792,20.69828781,20.69828781,154.49293772522077,0.0,17.873841868401858,0.0004603492364638368
0.6002447409886811,0.0,0.0,0.021637049320825264,20.78769726,20.78769726,154.49293772522077,0.0,15.67460913166306,0.0004603492364638368
0.6002412654483379,0.0,0.0,0.02464567388996051,20.92181144,20.92181144,154.49293772522077,0.0,18.22611438838675,0.0004603492364638368
0.6002386760718073,0.0,0.0,0.018361728897002664,20.96651616,20.96651616,154.49293772522077,0.0,13.572931638089539,0.0004603492364638368
0.600236103306911,0.0,0.0,0.01824393284701401,21.01122089,21.01122089,154.49293772522077,0.0,13.634175907310347,0.0004603492364638368
0.6002335471792848,0.0,0.0,0.018125955010349075,21.05592561,21.05592561,154.49293772522077,0.0,13.69562553666709,0.0004603492364638368
0.6002310077126927,0.0,0.0,0.018007808657889698,21.10063034,21.10063034,154.49293772522077,0.0,13.757283118141858,0.0004603492364638368
0.6002284849298087,0.0,0.0,0.017889501519887826,21.14533506,21.14533506,154.49293772522077,0.0,13.819146934556155,0.0004603492364638368
0.6002268053107014,0.0,0.0,0.011910477419462814,21.10063034,21.10063034,154.49293772522077,0.0,8.982679881347822,0.0004603492364638368
0.6002251471619245,0.0,0.0,0.01175822749218578,21.05592561,21.05592561,154.49293772522077,0.0,8.93105089439463,0.0004603492364638368
0.6002235101556934,0.0,0.0,0.01160830194531531,21.01122089,21.01122089,154.49293772522077,0.0,8.87963030154043,0.0004603492364638368
0.6002218939704337,0.0,0.0,0.011460656739081497,20.96651616,20.96651616,154.49293772522077,0.0,8.82841550622382,0.0004603492364638368
0.6002199000816411,0.0,0.0,0.014139019577879901,20.96651616,20.96651616,154.49293772522077,0.0,11.203207038116897,0.0004603492364638368
0.6002179241094799,0.0,0.0,0.014011969561063367,20.96651616,20.96651616,154.49293772522077,0.0,11.203207038116897,0.0004603492364638368
0.6002155750365517,0.0,0.0,0.016657693370737574,21.01122089,21.01122089,154.49293772522077,0.0,13.634175907310347,0.0004603492364638368
0.6002132411543469,0.0,0.0,0.016549973251167936,21.05592561,21.05592561,154.49293772522077,0.0,13.69562553666709,0.0004603492364638368
0.6002113065042819,0.0,0.0,0.013718947238885454,21.05592561,21.05592561,154.49293772522077,0.0,11.315871572690005,0.0004603492364638368
0.6002090088708446,0.0,0.0,0.01629292680360704,21.10063034,21.10063034,154.49293772522077,0.0,13.757283118141858,0.0004603492364638368
0.6002074808298897,0.0,0.0,0.010835609817406248,21.05592561,21.05592561,154.49293772522077,0.0,8.93105089439463,0.0004603492364638368
0.6002059722725157,0.0,0.0,0.01069744828509885,21.01122089,21.01122089,154.49293772522077,0.0,8.87963030154043,0.0004603492364638368
0.6002044829023807,0.0,0.0,0.010561388164880689,20.96651616,20.96651616,154.49293772522077,0.0,8.82841550622382,0.0004603492364638368
0.6002041511113793,0.0,0.0,0.0023527889227428073,20.78769726,20.78769726,154.49293772522077,0.0,1.5310271896060834,0.0004603492364638368
0.6002070144209543,28.666666666666668,80.87774294670847,-0.020932202854960304,20.69828781,20.69828781,154.49293772522077,0.001783019024398335,-22.49098224899085,0.0022433682608621716
0.6002121823535386,47.62911041850333,133.73166244230518,-0.0377801318241555,20.65358308,20.65358308,154.49293772522077,0.002948228889821543,-39.15343915343916,0.005191597150683715
0.600209959378378,0.0,0.0,0.015763511703118762,20.69828781,20.69828781,154.49293772522077,0.0,13.20978028569328,0.005191597150683715
0.6002073739814567,0.0,0.0,0.018333508779287706,20.78769726,20.78769726,154.49293772522077,0.0,15.67460913166306,0.005191597150683715
0.6002040608645142,0.0,0.0,0.02349390070691567,20.96651616,20.96651616,154.49293772522077,0.0,20.651707539806363,0.005191597150683715
0.600201491887107,0.0,0.0,0.01821707508909285,21.05592561,21.05592561,154.49293772522077,0.0,16.070313796019015,0.005191597150683715
0.6001985709102567,0.0,0.0,0.02071316566144111,21.19003979,21.19003979,154.49293772522077,0.0,18.655615069633733,0.005191597150683715
0.6001956595258665,0.0,0.0,0.02064514382316586,21.32415396,21.32415396,154.49293772522077,0.0,18.873163611897798,0.005191597150683715
0.6001927582759877,0.0,0.0,0.020573278202721347,21.45826814,21.45826814,154.49293772522077,0.0,19.092594902465887,0.005191597150683715
0.600190222264263,0.0,0.0,0.017983309579783974,21.54767759,21.54767759,154.49293772522077,0.0,16.815163114447493,0.005191597150683715
0.600187348286291,0.0,0.0,0.02037988826808509,21.68179177,21.68179177,154.49293772522077,0.0,19.46252653087196,0.005191597150683715
0.600184491841339,0.0,0.0,0.02025555850787634,21.81590594,21.81590594,154.49293772522077,0.0,19.687032518292078,0.005191597150683715
0.6001816473431049,0.0,0.0,0.020170842210588437,21.95002012,21.95002012,154.49293772522077,0.0,19.91346480865659,0.005191597150683715
0.60017949929709,0.0,0.0,0.015232175821380048,21.99472484,21.99472484,154.49293772522077,0.0,15.034544258099505,0.005191597150683715
0.6001780446878449,0.0,0.0,0.01031489252109228,21.95002012,21.95002012,154.49293772522077,0.0,10.003594931973657,0.005191597150683715
0.6001762777649443,0.0,0.0,0.012529564124145262,21.95002012,21.95002012,154.49293772522077,0.0,12.488658152897653,0.005191597150683715
0.6001748568632908,0.0,0.0,0.010075866002486783,21.90531539,21.90531539,154.49293772522077,0.0,9.947943406003022,0.005191597150683715
0.6001731297058532,0.0,0.0,0.012247580162411223,21.90531539,21.90531539,154.49293772522077,0.0,12.42799711645394,0.005191597150683715
0.6001710910885549,0.0,0.0,0.014456197355752497,21.95002012,21.95002012,154.49293772522077,0.0,14.968657946172309,0.005191597150683715
0.6001690678740963,0.0,0.0,0.014346973084189685,21.99472484,21.99472484,154.49293772522077,0.0,15.034544258099505,0.005191597150683715
0.600167060056526,0.0,0.0,0.014237791014553563,22.03942957,22.03942957,154.49293772522077,0.0,15.100647803748544,0.005191597150683715
0.60016506762887,0.0,0.0,0.014128658398276771,22.08413429,22.08413429,154.49293772522077,0.0,15.166966769774511,0.005191597150683715
0.6001630905825508,0.0,0.0,0.01401958660722413,22.12883902,22.12883902,154.49293772522077,0.0,15.23350385348395,0.005191597150683715
0.6001614414651092,0.0,0.0,0.01169418469015279,22.12883902,22.12883902,154.49293772522077,0.0,12.733465553522393,0.005191597150683715
0.6001598090229918,0.0,0.0,0.011575937004503219,22.12883902,22.12883902,154.49293772522077,0.0,12.733465553522393,0.005191597150683715
0.6001584931441064,0.0,0.0,0.009331130899379841,22.08413429,22.08413429,154.49293772522077,0.0,10.17184566799355,0.005191597150683715
0.6001577999817683,0.0,0.0,0.004915337257107903,21.95002012,21.95002012,154.49293772522077,0.0,5.018276205752235,0.005191597150683715
0.6001598839426161,28.666666666666668,80.87774294670847,-0.01523477991639194,21.86061067,21.86061067,154.49293772522077,0.001783019024398335,-21.254265567547094,0.00697461617508205
0.6001638753043432,43.945715674695634,123.01968089239631,-0.029178819527442543,21.72649649,21.72649649,154.49293772522077,0.002712074093747714,-39.153439153439145,0.009686690268829764
0.6001679663068984,46.31693758796094,129.90824756213254,-0.029907243042643628,21.63708704,21.63708704,154.49293772522077,0.002863938438318619,-39.15343915343916,0.012550628707148383
0.6001721594377271,43.72507528871744,122.38005671503001,-0.03065385100896072,21.50297286,21.50297286,154.49293772522077,0.002697973031636464,-39.15343915343916,0.015248601738784846
0.6001764572463716,41.12228580712494,114.85201164755159,-0.03141909738519243,21.32415396,21.32415396,154.49293772522077,0.00253201083879082,-39.15343915343916,0.017780612577575666
0.6001808623460214,43.42507733560781,121.51074768203226,-0.032203447462818544,21.19003979,21.19003979,154.49293772522077,0.0026788083704151733,-39.15343915343916,0.020459420947990838
0.6001853774151019,48.187954694081625,135.3625132000322,-0.033007378148912345,21.14533506,21.14533506,154.49293772522077,0.0029841823897714327,-39.15343915343916,0.02344360333776227
0.6001830058288785,0.0,0.0,0.016817339145066383,21.23474451,21.23474451,154.49293772522077,0.0,16.33824414267826,0.02344360333776227
0.6001803125351566,0.0,0.0,0.01909862415780673,21.36885869,21.36885869,154.49293772522077,0.0,18.94609807879299,0.02344360333776227
0.600178291594595,0.0,0.0,0.014330848475700337,21.41356341,21.41356341,154.49293772522077,0.0,14.194711299405983,0.02344360333776227
0.60017628466995,0.0,0.0,0.014231459122290784,21.45826814,21.45826814,154.49293772522077,0.0,14.258039717554203,0.02344360333776227
0.6001749383418075,0.0,0.0,0.009547051990199104,21.41356341,21.41356341,154.49293772522077,0.0,9.349920203163737,0.02344360333776227
0.6001732893237774,0.0,0.0,0.011693479744848823,21.41356341,21.41356341,154.49293772522077,0.0,11.774848673238548,0.02344360333776227
0.6001716558498553,0.0,0.0,0.011583253714730828,21.41356341,21.41356341,154.49293772522077,0.0,11.774848673238548,0.02344360333776227
0.6001697236199243,0.0,0.0,0.01370178563867327,21.45826814,21.45826814,154.49293772522077,0.0,14.258039717554203,0.02344360333776227
0.6001681161303042,0.0,0.0,0.011398994414213673,21.45826814,21.45826814,154.49293772522077,0.0,11.833163955503897,0.02344360333776227
0.6001665238655708,0.0,0.0,0.011291032038626898,21.45826814,21.45826814,154.49293772522077,0.0,11.833163955503897,0.02344360333776227
0.6001652520830233,0.0,0.0,0.009018435934697467,21.41356341,21.41356341,154.49293772522077,0.0,9.349920203163737,0.02344360333776227
0.6004069816035486,0.0,0.0,-1.7671618199873782,21.14533506,21.14533506,154.49293772522077,0.0,-2.667249199985151,0.02344360333776227
0.6025763249892114,0.0,0.0,-15.858968309933775,20.56417363,20.56417363,154.49293772522077,0.0,-17.666272472930643,0.02344360333776227
0.6070684295267019,0.0,0.0,-32.83949603174603,19.35714605,19.35714605,154.49293772522077,0.0,-35.335978835978835,0.02344360333776227
0.6111712257728088,0.0,0.0,-29.993460730626285,18.41834682,18.41834682,154.49293772522077,0.0,-32.37097742104701,0.02344360333776227
0.614178207883874,0.0,0.0,-21.98251983668728,17.65836649,17.65836649,154.49293772522077,0.0,-24.019786150306924,0.02344360333776227
0.6141558007080408,0.0,0.0,0.1588932637352306,17.52425231,17.52425231,154.49293772522077,0.0,1.4801670744447106,0.02344360333776227
0.6143802781728952,28.666666666666668,80.87774294670847,-1.641040798311976,17.43484286,17.43484286,154.49293772522077,0.001783019024398335,-25.250978913144603,0.025226622362160604
0.6147392691446273,46.53007519359365,130.52873223750612,-2.624400766553377,17.43484286,17.43484286,154.49293772522077,0.0028776175537369077,-39.15343915343916,0.028104239915897514
0.6146261746988279,0.0,0.0,0.8019728026933355,17.47954759,17.47954759,154.49293772522077,0.0,9.395822590703608,0.028104239915897514
0.6144475013156528,0.0,0.0,1.2670046955768652,17.65836649,17.65836649,154.49293772522077,0.0,15.546455564349897,0.028104239915897514
0.6142245305997456,0.0,0.0,1.581124949953257,17.92659484,17.92659484,154.49293772522077,0.0,19.93349221890547,0.028104239915897514
0.6139346286138029,0.0,0.0,2.055746473925837,18.32893737,18.32893737,154.49293772522077,0.0,26.714190922947985,0.028104239915897514
0.613619925536015,0.0,0.0,2.231615421302764,18.77598462,18.77598462,154.49293772522077,0.0,29.701052447596556,0.028104239915897514
0.6132800180986316,0.0,0.0,2.4103440119239865,19.2677366,19.2677366,154.49293772522077,0.0,32.90539912083553,0.028104239915897514
0.6130483538010741,0.0,0.0,1.6427726815655312,19.53596495,19.53596495,154.49293772522077,0.0,22.689125517830007,0.028104239915897514
0.6128597712187768,0.0,0.0,1.3372725865984314,19.71478385,19.71478385,154.49293772522077,0.0,18.59738173024035,0.028104239915897514
0.612714743185836,0.0,0.0,1.0284195410700439,19.8041933,19.8041933,154.49293772522077,0.0,14.285806933580467,0.028104239915897514
0.6125916297036974,0.0,0.0,0.8730195689282917,19.84889803,19.84889803,154.49293772522077,0.0,12.107644162081884,0.028104239915897514
0.6124478563682358,0.0,0.0,1.0195222583883068,19.93830748,19.93830748,154.49293772522077,0.0,14.469545836461442,0.028104239915897514
0.6123257034449965,0.0,0.0,0.8662080751615377,19.9830122,19.9830122,154.49293772522077,0.0,12.276907681555429,0.028104239915897514
0.6121832179583222,0.0,0.0,1.0103898938935438,20.07242165,20.07242165,154.49293772522077,0.0,14.65504568983871,0.028104239915897514
0.6120201336436171,0.0,0.0,1.156459842168699,20.20653583,20.20653583,154.49293772522077,0.0,17.116621697840642,0.028104239915897514
0.611815885307689,0.0,0.0,1.4483612281019833,20.43005946,20.43005946,154.49293772522077,0.0,22.041391789231028,0.028104239915897514
0.611673888620838,0.0,0.0,1.0069237275277554,20.51946891,20.51946891,154.49293772522077,0.0,15.286249073308111,0.028104239915897514
0.6114913850463246,0.0,0.0,1.2941652626653137,20.69828781,20.69828781,154.49293772522077,0.0,20.19827158900686,0.028104239915897514
0.6112889235183712,0.0,0.0,1.4356906553863735,20.92181144,20.92181144,154.49293772522077,0.0,22.92006763544043,0.028104239915897514
0.6111677653756851,0.0,0.0,0.8591539095685596,20.96651616,20.96651616,154.49293772522077,0.0,13.572931638089539,0.028104239915897514
0.6110473844991656,0.0,0.0,0.8536421771250059,21.01122089,21.01122089,154.49293772522077,0.0,13.634175907310347,0.028104239915897514
0.6109277820883151,0.0,0.0,0.8481219387975515,21.05592561,21.05592561,154.49293772522077,0.0,13.69562553666709,0.028104239915897514
0.6107302758565466,0.0,0.0,1.4005517699931171,21.27944924,21.27944924,154.49293772522077,0.0,23.574626595707425,0.028104239915897514
0.6105717635187088,0.0,0.0,1.124039142140668,21.41356341,21.41356341,154.49293772522077,0.0,19.019240967636293,0.028104239915897514
0.6104527633336743,0.0,0.0,0.843851448570854,21.45826814,21.45826814,154.49293772522077,0.0,14.258039717554203,0.028104239915897514
0.6103537629201318,0.0,0.0,0.7020295166153183,21.45826814,21.45826814,154.49293772522077,0.0,11.833163955503897,0.028104239915897514
0.6102746887589756,0.0,0.0,0.5607289216965051,21.41356341,21.41356341,154.49293772522077,0.0,9.349920203163737,0.028104239915897514
0.6101966435130054,0.0,0.0,0.5534327013604708,21.36885869,21.36885869,154.49293772522077,0.0,9.296828791953804,0.028104239915897514
0.6101966435130054,0.061511986938963426,0.6064446105607922,0.0,21.14533506,21.14533506,154.49293772522077,1.3369590179911645e-05,-0.5882352941176471,0.028117609506077425
0.6104545679087211,0.0,0.0,-1.8855543318074353,20.87710671,20.87710671,154.49293772522077,0.0,-2.8065345080087476,0.028117609506077425
0.6104821940746513,0.0,0.0,-0.2019608757687852,20.65358308,20.65358308,154.49293772522077,0.0,-0.8258363244338649,0.028117609506077425
0.610646753128306,28.666666666666668,80.87774294670847,-1.2030077092767157,20.51946891,20.51946891,154.49293772522077,0.001783019024398335,-25.00357880140986,0.02990062853047576
0.6109125399375296,45.06359443498642,126.26388217673849,-1.9430324459158417,20.43005946,20.43005946,154.49293772522077,0.0027835952860833,-39.15343915343916,0.03268422381655906
0.6111849618802165,44.976700442463226,126.01149495845938,-1.9915385385991529,20.34065001,20.34065001,154.49293772522077,0.002778031193969563,-39.15343915343916,0.035462255010528625
0.6114641845966264,47.238166793366645,132.5916729505262,-2.0412555431395214,20.29594528,20.29594528,154.49293772522077,0.0029230968463519885,-39.15343915343916,0.03838535185688061
0.6113879601232656,0.0,0.0,0.5405212793864193,20.25124056,20.25124056,154.49293772522077,0.0,8.036764101668945,0.03838535185688061
0.6113529477861936,0.0,0.0,0.24827870097322977,20.11712638,20.11712638,154.49293772522077,0.0,3.319919749029629,0.03838535185688061
0.6127004129497163,0.0,0.0,-9.850633822324111,19.67007913,19.67007913,154.49293772522077,0.0,-11.374322881674846,0.03838535185688061
0.6137888015578798,0.0,0.0,-7.956656636212495,19.2677366,19.2677366,154.49293772522077,0.0,-9.396285151347216,0.03838535185688061
0.6148796860674255,0.0,0.0,-7.974902904269706,18.86539407,18.86539407,154.49293772522077,0.0,-9.416558782521896,0.03838535185688061
0.6154895495935429,0.0,0.0,-4.458402665986695,18.552461,18.552461,154.49293772522077,0.0,-5.63454848407579,0.03838535185688061
0.615381406044698,0.0,0.0,0.7668651130232533,18.552461,18.552461,154.49293772522077,0.0,8.461538680358311,0.03838535185688061
0.6151270826579416,0.0,0.0,1.8034523077218787,18.82068935,18.82068935,154.49293772522077,0.0,21.435086851063303,0.03838535185688061
0.6148231649570689,0.0,0.0,2.1551343979274793,19.17832715,19.17832715,154.49293772522077,0.0,26.328095022418264,0.03838535185688061
0.6145663609364774,0.0,0.0,1.8210429228489233,19.4465555,19.4465555,154.49293772522077,0.0,22.529736053308195,0.03838535185688061
0.6143573945411115,0.0,0.0,1.4818178255854,19.6253744,19.6253744,154.49293772522077,0.0,18.456549229819963,0.03838535185688061
0.6143191615856313,0.0,0.0,0.2711166781442937,19.49126023,19.49126023,154.49293772522077,0.0,2.8179478436906145,0.03838535185688061
0.614552663326642,28.666666666666668,80.87774294670847,-1.707012700468285,19.35714605,19.35714605,154.49293772522077,0.001783019024398335,-25.95133841966146,0.04016837088127895
0.6149159577418202,41.767867714314754,116.71625879534608,-2.6558610571121766,19.22303187,19.22303187,154.49293772522077,0.0025731097618021622,-39.15343915343916,0.04274148064308111
0.6152883214819141,50.54773374553166,142.26539715691302,-2.7221622878821847,19.2677366,19.2677366,154.49293772522077,0.00313636237118415,-39.15343915343916,0.04587784301426526
0.6150970967710558,0.0,0.0,1.3560083895117323,19.40185078,19.40185078,154.49293772522077,0.0,15.928965527393736,0.04587784301426526
0.6148558548012921,0.0,0.0,1.7106896563398126,19.6253744,19.6253744,154.49293772522077,0.0,20.655448499494508,0.04587784301426526
0.6146395542001787,0.0,0.0,1.5338259812224955,19.8041933,19.8041933,154.49293772522077,0.0,18.73898632884928,0.04587784301426526
0.6144480805369447,0.0,0.0,1.3577737550259603,19.93830748,19.93830748,154.49293772522077,0.0,16.713732022873916,0.04587784301426526
0.6142569047529887,0.0,0.0,1.3556614401575213,20.07242165,20.07242165,154.49293772522077,0.0,16.91429091938369,0.04587784301426526
0.6141647570671188,0.0,0.0,0.6534356075259488,20.02771693,20.02771693,154.49293772522077,0.0,7.799926010764321,0.04587784301426526
0.6141499456456756,0.0,0.0,0.10503042021817309,19.84889803,19.84889803,154.49293772522077,0.0,0.8355349567580856,0.04587784301426526
0.6142421485340416,0.0,0.0,-0.6740485136399779,19.6253744,19.6253744,154.49293772522077,0.0,-1.3812335454587976,0.04587784301426526
0.6143469733928894,0.0,0.0,-0.7663213327806844,19.40185078,19.40185078,154.49293772522077,0.0,-1.4897898032713934,0.04587784301426526
0.6142851637358929,0.0,0.0,0.43830325622553357,19.31244133,19.31244133,154.49293772522077,0.0,4.8807390408935385,0.04587784301426526
0.6144561997370979,28.666666666666668,80.87774294670847,-1.250357385047532,19.31244133,19.31244133,154.49293772522077,0.001783019024398335,-19.40267029420194,0.04766086203866359
0.6143705752328602,0.0,0.0,0.6071785679421439,19.2677366,19.2677366,154.49293772522077,0.0,7.031223838852306,0.04766086203866359
0.6145642480981583,28.666666666666668,80.87774294670847,-1.4158440077102123,19.22303187,19.22303187,154.49293772522077,0.001783019024398335,-21.67893193034227,0.049443881063061926
